Vibration_Amplitude,RMS_Vibration,Vibration_Frequency,Surface_Temperature,Exhaust_Temperature,Acoustic_dB,Acoustic_Frequency,Intake_Pressure,Exhaust_Pressure,Frequency_Band_Energy,Amplitude_Mean,Engine_Condition
3.807947176588889,1.8995220514101576,1465.3966557601414,106.57734820466086,319.56481648176657,110.83419466178519,3733.620495276217,91.279833070067,104.54493357401634,0.8894432418586173,0.2945817312746735,0
9.51207163345817,1.6979148763454464,385.3337512854489,85.11509442410318,237.9271100648232,89.67102262316223,4417.399187971952,114.85513859029761,84.35809287152166,0.916455196106164,0.2682161082863102,0
7.34674002393291,0.9219618668891574,706.3465948523747,145.7398229836729,250.5436899888864,71.72793663793115,2369.581389357105,97.47922746778222,108.39391385915795,0.4405350895798964,0.18200810530563405,0
6.026718993550662,3.055970017002365,1333.29566097848,56.27741411810858,272.26845127236874,104.19850719660556,1516.9757851996972,98.51812093067606,105.29672345739623,0.3084676501160161,0.251674202369094,2
1.6445845403801216,2.409289594517713,974.5369021584703,100.54276991987288,281.46133374597935,85.12068814099774,1662.3482143417614,96.78735835046596,107.56559894700007,0.2724949457716852,0.18889735137011307,0
1.6443457513284063,4.335219912003818,1482.3706564970898,114.02520179882671,296.90472368421763,95.67764900714982,3515.04646598553,115.20251865665887,88.56933220735138,0.8937577861249956,0.3323863543842947,1
0.6750277604651747,0.20894242338618835,1923.1916444212623,129.06773872144578,302.18401158539774,66.43591741043633,2881.0343665583314,119.36705986218907,90.06709817439364,0.30810027026844455,0.41916452882360145,0
8.675143843171858,3.237146241397875,250.76244167609104,78.83652365136085,382.2865381950144,97.89503937095954,2483.8212417885597,112.65559952790106,94.09776303632627,0.577755142122266,0.395578274052573,0
6.051038616257767,3.8265969486322273,1424.9440784681606,112.43062891889778,403.8292763304165,82.41302933670747,1093.592986003253,114.7073358140757,86.72601999731745,0.39856535477076693,0.17693928745227658,0
7.10991852018085,3.8094585174821196,476.08142815158675,66.38417656611394,323.5516832505424,80.05138498310967,4389.732868744626,108.61501381558013,93.96267767056973,0.5490418944788358,0.25961555198603536,0
0.3037864935284442,4.436066137122849,840.6639202669871,82.25713108341844,562.9185679682912,118.79493472666807,3927.0001927862895,105.86324725189436,80.27605056727784,0.4111903165367824,0.015221586682034167,1
9.702107536403744,3.6587170270059954,85.06819707437685,137.4752557444079,421.25588933558186,85.94583856561484,789.129148522225,111.64734014371545,106.32609713014051,0.3636538444597267,0.43643628821993397,0
8.341182143924176,4.6426598051560966,289.0966169395439,143.9889131197145,514.9907712133627,100.68230268694406,1900.2034275504695,91.07288636418662,84.86882120456055,0.484590701151258,0.13024395466745167,0
